Site_Name,Stream_Name ,Site_Number,Date_Collected,Sample_Type, Kyle_Sample_ID,Running_Number,L_Volume,Vial_Volume,Concentration_Factor ,13-C3_Caffeine,Acetaminophen,Amoxicillin,Ampicillin,Atenolol_MRT,Caffeine,Buspirone,Bifenthrin,Beta_cyfluthrin,Benzophenone_3,Benzophenone_1,Atrazine,Carbamazepine_A,Carbaryl,Chlortetracycline,Erythromycin,DEET,Cyhalothrin,Clothianidin,Clarithromycin,Citalopram,Chlortetracycline,Chlorpyrifos,Esfenvalerate_UNCONF,Fluoxetine,Glyphosate_ND,Ibuprofen_UNCONF,Imidacloprid,Ketoprofen,Malathion,Erythromycin,Metformin,Metoprolol_MRT,Naproxen,Ofloxacin,Oxytetracycline,Sulfadiazine,Sucralose,Simazine,Permethrin,Sulfadimethoxine,Sulfamethazine,Sulfamethoxazole,Tetracycline,Theobromine,Thiamethoxam_d3,Thiamethoxam,Thiacloprid,Trimethoprim_MRT,4_t_Octylphenol,Venlafaxine,Nitrate,N_Blank,TotalN,Nutrient_Sample_ID,TotalP,T_Blank,Total_P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Spruce_Creek_Church ,Spruce_Creek,2,9092021,Grab,211-TVFF21,TVFF21-0110,962.2,0.934134008,1030.044931,NA,0.0003,NA,NA,NA,0.0053,NA,NA,NA,0.0009,0,0.0029,0.0008,0.0003,NA,NA,0.0004,NA,0.0004,NA,NA,NA,0,NA,0,NA,0.0452,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,2.58,0.02,3.85,TVFF21-110,0.036,0.01,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_W_Harvey,Spruce_Creek,3,9092021,Grab,212-TVFF21,TVFF21-0111,950.5,1.064728192,892.7161008,NA,0.0002,NA,NA,NA,0.0033,0.0001,NA,NA,0.0026,NA,0.0035,0.0005,0.0001,0.2035,0,0.0003,NA,0.0003,0.0004,0.0006,0.2035,0.003,0.0007,0.0006,NA,0.0495,0,0.0002,0.0002,0,0.0002,NA,0.0004,0.0031,NA,0,NA,0,0.0001,0,NA,0,NA,0.002,0,NA,0,0.0003,NA,0.0001,2.75,0.02,4.11,TVFF21-111,0.041,0.01,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,4,9092021,Grab,213-TVFF21,TVFF21-0112,954.4,0.93147914,1024.606949,NA,0.0004,NA,NA,NA,0.0025,NA,NA,NA,0.0014,0,0.0036,0.0003,0.0004,0.2041,NA,0.0003,NA,0.0006,0,NA,0.2041,0.0007,NA,0.0001,NA,0.0367,NA,NA,0,NA,0.0002,NA,0.0022,0.2401,NA,NA,NA,0.0003,0,NA,NA,NA,NA,0.0003,NA,NA,NA,0.0009,NA,NA,2.58,0.02,3.85,TVFF21-112,0.028,0.01,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,5,9092021,Grab,214-TVFF21,TVFF21-0113,963.2,1.182553729,814.5084459,NA,0.0002,NA,NA,NA,0.0017,NA,NA,NA,0.0014,0,0.0029,0.0003,0.0004,NA,NA,0.0002,NA,0.0006,NA,NA,NA,0.0003,NA,0.0001,NA,0.0437,0,0,0,NA,0.0002,NA,0.0007,0.2401,NA,NA,NA,0.0002,0,NA,NA,NA,NA,0.0005,NA,NA,NA,NA,NA,NA,1.96,0.02,2.92,TVFF21-113,0.026,0.01,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith_Nelson,Warriors_Mark_Run ,6,9092021,Grab,215-TVFF21,TVFF21-0114,954.4,0.859797724,1110.028526,NA,0.0001,NA,NA,NA,0.0028,NA,NA,NA,0.001,NA,0.0038,NA,0.0003,0.204,NA,0.0002,NA,0.0004,NA,NA,0.204,NA,NA,NA,NA,0.0941,0,0,NA,NA,0.0001,0.0001,0.0006,0.2401,NA,NA,NA,0.0002,NA,NA,0,NA,NA,0.0007,NA,NA,NA,NA,NA,NA,2.51,0.02,3.75,TVFF21-114,0.053,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,7,9092021,Grab,216-TVFF21,TVFF21-0115,982.8,0.909481669,1080.615513,NA,0,NA,NA,NA,0.0043,NA,NA,NA,0.0009,0.0001,0.0029,0.0049,0.0003,NA,NA,0.0003,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0485,NA,NA,0,NA,NA,NA,0.0008,NA,NA,NA,NA,0.0003,0,NA,NA,0.0001,NA,0.0016,NA,NA,NA,0.0012,NA,NA,1.55,0.02,2.29,TVFF21-115,0.051,0.01,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loville,Halfmoon_Creek ,8,9092021,Grab,217-TVFF21,TVFF21-0116,953.4,0.978761062,974.0886075,NA,NA,NA,NA,NA,0.0027,NA,NA,NA,0.001,0.0001,0.004,0,0.0004,NA,NA,0.0003,NA,0.0015,NA,NA,NA,0,NA,0,NA,0.0091,NA,0,0,NA,NA,NA,0.0017,NA,NA,NA,NA,0.0003,NA,NA,NA,NA,NA,0.0006,NA,NA,NA,0.0002,NA,NA,2.48,0.02,3.7,TVFF21-116,0.035,0.01,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,9,9092021,Grab,218-TVFF21,TVFF21-0117,999.7,0.991276865,1008.497258,NA,0.0003,NA,NA,NA,0.0048,NA,NA,NA,0.0008,0,0.0031,0.0036,0.0001,NA,NA,0.0003,NA,0.0004,NA,NA,NA,0,NA,0,NA,0.049,NA,NA,NA,NA,0,NA,0.0004,NA,NA,NA,NA,0.0002,NA,0,NA,0.0001,NA,0.0014,NA,NA,NA,0.0002,NA,NA,1.75,0.02,2.6,TVFF21-117,0.045,0.01,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field Blank_9092021,All ,10,9092021,Grab,219-TVFF21,Field Blank_9092021,928.6,0.857269279,1083.206902,NA,NA,NA,NA,NA,0.0111,NA,NA,NA,0.0035,0,0.0002,NA,NA,NA,NA,0.0011,NA,NA,0,NA,NA,0.0001,NA,0,NA,0.0299,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0001,NA,NA,NA,NA,NA,0.0022,NA,NA,NA,0.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag_Progress_Days ,Spruce_Creek,1,9302021,Grab,220-TVFF21,TVFF21-0118,990.4,1.252844501,790.5210896,NA,0.0002,NA,NA,NA,0.0037,0.0002,NA,NA,0.0023,0.0001,0.0015,0,0.0001,NA,NA,0.0003,NA,0.0001,0.0004,0.0012,NA,0.0002,0.0004,0.0009,NA,0.0323,0,0.0001,0.0002,NA,0.0001,NA,NA,0.0033,NA,0,NA,0.0001,0.0005,0,NA,0,NA,0.0011,NA,NA,0,0.0019,NA,0.0001,1.18,0.02,1.75,TVFF21-118,0.018,0.01,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Spruce_Creek_Church ,Spruce_Creek,2,9302021,Grab,221-TVFF21,TVFF21-0119,987.4,1.13653603,868.7802005,NA,0.0004,NA,NA,NA,0.0022,NA,NA,NA,0.0017,0,0.0023,0.0007,0.0001,NA,NA,0.0003,NA,0,NA,0.0001,NA,0.001,0.0002,0.0002,NA,NA,NA,0,0,NA,NA,NA,0.0005,0.2401,NA,NA,NA,0.0003,NA,0,NA,0,NA,0.0018,NA,NA,NA,0.0003,NA,NA,2.32,0.02,3.45,TVFF21-119,0.022,0.01,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_W_Harvey,Spruce_Creek,3,9302021,Grab,222-TVFF21,TVFF21-0120,972.7,1.016561315,956.8532519,NA,0.0104,NA,NA,NA,0.0043,NA,NA,NA,0.0011,NA,0.0026,0.0005,0.0001,NA,NA,0.0006,NA,0.0002,NA,NA,NA,0.0002,NA,0,NA,NA,0,0,0,NA,0,NA,0.0004,0,NA,NA,NA,0.0003,NA,NA,NA,NA,NA,0.0007,NA,NA,NA,NA,NA,NA,2.76,0.02,4.12,TVFF21-120,0.025,0.01,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,4,9302021,Grab,223-TVFF21,TVFF21-0121,984.6,2.24159292,439.241216,NA,0.0005,NA,NA,NA,0.0019,NA,NA,NA,0.0014,0,0.003,0.0004,0.0004,NA,NA,0.0006,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0.0003,NA,0.0014,0.2401,NA,NA,NA,0.0003,NA,NA,NA,NA,NA,0.0008,NA,NA,NA,NA,NA,NA,2.87,0.02,4.29,TVFF21-121,0.024,0.01,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,5,9302021,Grab,224-TVFF21,TVFF21-0122,993.3,0.845891277,1174.264385,NA,0.0003,NA,NA,NA,0.0018,NA,NA,NA,0.0012,0,0.003,0.0005,0.0001,NA,NA,0.0005,NA,0.0002,NA,NA,NA,0.0001,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0.0014,NA,NA,0,NA,0.0002,NA,NA,NA,NA,NA,0.0004,NA,NA,NA,NA,NA,NA,2.32,0.02,3.45,TVFF21-122,0.023,0.01,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith_Nelson,Warriors_Mark_Run ,6,9302021,Grab,225-TVFF21,TVFF21-0123,966.2,0.898103666,1075.822354,NA,0.0352,NA,NA,NA,0.0014,NA,NA,NA,0.0014,0,0.0037,NA,0.0003,NA,NA,0.0004,NA,0.0013,NA,NA,NA,NA,NA,0,NA,0.0427,NA,NA,NA,NA,0,NA,0.0004,NA,NA,0,NA,0.0003,NA,NA,NA,NA,NA,0.0004,NA,NA,NA,NA,NA,NA,2.34,0.02,3.48,TVFF21-123,0.032,0.01,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,7,9302021,Grab,226-TVFF21,TVFF21-0124,984.7,1.064728192,924.8369747,NA,0,NA,NA,NA,0.0027,NA,NA,NA,0.001,NA,0.0017,0.0026,0,NA,NA,0.0003,NA,0,NA,NA,NA,NA,NA,0,NA,0.0065,NA,0,0,NA,0,NA,0.0004,NA,NA,NA,NA,0.0002,NA,NA,NA,0,NA,0.0008,NA,NA,NA,0.0001,NA,NA,1.48,0.02,2.19,TVFF21-124,0.035,0.01,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loville,Halfmoon_Creek ,8,9302021,Grab,227-TVFF21,TVFF21-0125,997.2,1.027054362,970.9320528,NA,0.0002,NA,NA,NA,0.0022,NA,NA,NA,0.001,0.0001,0.0036,NA,0.0003,NA,NA,0.0003,NA,0.0004,NA,NA,NA,NA,NA,0,NA,0.0894,NA,0,NA,NA,NA,NA,0.0006,NA,NA,NA,NA,0.0003,NA,NA,NA,NA,NA,0.0007,NA,NA,NA,NA,NA,NA,2.72,0.02,4.06,TVFF21-125,0.059,0.01,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,9,9302021,Grab,228-TVFF21,TVFF21-0126,988,0.403286979,2449.868336,NA,0.0038,NA,NA,NA,0.0036,NA,NA,NA,0.0011,NA,0.0024,0.0022,0.0002,NA,NA,0.0003,NA,0.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0.0002,NA,NA,NA,0.0003,0,NA,NA,NA,0,NA,0.0007,NA,NA,NA,NA,NA,NA,1.84,0.02,2.74,TVFF21-126,0.036,0.01,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feild_Blank,All ,10,9302021,Grab,229-TVFF21,,944,1.267635904,744.693328,NA,0.0001,NA,NA,NA,0.0088,NA,NA,NA,0.0026,0,0,NA,0,NA,NA,0.0009,NA,0.0177,NA,NA,NA,0,NA,0,NA,0.0228,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0.0001,NA,NA,NA,NA,NA,0.0019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
