Site_Name,Stream_Name ,Site_Number,Date_Collected,Sample_Type,ÊKyle_Sample_ID,Running_Number,Acetaminophen,Amoxicillin,Ampicillin,Atenolol_MRT,Caffeine,Buspirone,Bifenthrin,Beta_cyfluthrin,Benzophenone_3,Benzophenone_1,Atrazine,Carbamazepine_A,Carbaryl,Chlortetracycline,Erythromycin,DEET,Cyhalothrin,Clothianidin,Clarithromycin,Citalopram,Chlortetracycline,Chlorpyrifos,Esfenvalerate_UNCONF,Fluoxetine,Ibuprofen_UNCONF,Imidacloprid,Ketoprofen,Malathion,Erythromycin,Metformin,Metoprolol_MRT,Naproxen,Ofloxacin,Oxytetracycline,Sulfadiazine,Sucralose,Simazine,Permethrin,Sulfadimethoxine,Sulfamethazine,Sulfamethoxazole,Tetracycline,Theobromine,Thiamethoxam_d3,Thiamethoxam,Thiacloprid,Trimethoprim_MRT,4_t_Octylphenol,Venlafaxine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_W_Harvey,Spruce_Creek,3,9092021,POCIS ,53-TVFF21,TVFF21-111P,0.0055,0.0042,0.00025,0.00025,0.0067,0.000185,0.025,0.0025,0.0001,0.000222,0.0218,0.0024,0.0001,0.001205,0.004119,0.0008,0.002225,0.0065,0.00007,0.0002,0.001205,0,1.0164,0.634,0.1923,0.0052,0.0001,0.000153,0.004119,0,0.0024,0.0008,0.0001,0.0018,0.0003,0.001059,0.0021,0.000582,0,0.000883,0.001306,0.001288,0.0239,0,0.000179,0.000618,0.0002,0.00025,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,4,9092021,POCIS ,54-TVFF21,TVFF21-112P,0.0012,0.000723,0.00025,0.00025,0.0031,0.000185,0.025,0.0025,0.0001,0.0001,0.0183,0.0019,0.0001,0.0006,0.004119,0.0003,0.002225,0.0084,0.00007,0.0002,0.0006,0.000334,1.0164,0.634,1.1212,0.0018,0.0006,0.000153,0.004119,0.0001,0.0014,0.0007,0.0001,0.0009,0.008309,0.001059,0.0015,0.000582,0,0.000883,0.001306,0.001288,0.0027,0.000179,0.000179,0.000618,0.000499,0.00025,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,5,9092021,POCIS ,55-TVFF21,TVFF21-113P,0.0013,0.000723,0.00025,0.00025,0.0044,0.000185,0.025,0.0025,0,0.000222,0.0178,0.0021,0.0001,0.001205,0.004119,0.0004,0.002225,0.0085,0.00007,0.0005,0.001205,0.000334,1.0164,0.634,0.0905,0.0015,0.000114,0.000153,0.004119,0,0.0021,0.0004,0,0.0019,0.008309,0.001059,0.0014,0.000582,0.001506,0.000883,0.001306,0.001288,0.0021,0.000179,0.000179,0.000618,0.0004,0.00025,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith_Nelson,Warriors_Mark_Run ,6,9092021,POCIS ,56-TVFF21,TVFF21-114P,0.001,0.000723,0.00025,0.00025,0.0043,0.000185,0.025,0.0025,0.0001,0.000222,0.0183,0,0,0.0017,0.004119,0.0004,0.002225,0.0111,0.00007,0.0001,0.0017,0.000334,1.0164,0.634,1.2545,0,0.000114,0.000153,0.004119,0.000277,0.0056,0.0003,0.0001,0.0029,0.008309,0.001059,0.0007,3.1467,0,0.0004,0,0.001288,0.002,0.000179,0.000179,0.000618,0.0005,0.00025,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,7,9092021,POCIS ,57-TVFF21,TVFF21-115P,0.0019,0.000723,0.00025,0.00025,0.0159,0.000185,0.025,0.0025,0.0001,0.0001,0.0192,0.0245,0.0001,0.0014,0.004119,0.001,0.002225,0.0028,0.00007,0.0001,0.0014,0.000334,1.0164,0.634,0.1887,0.0043,0.0001,0.000153,0.004119,0.000277,0.004,0.0003,0.0001,0.0019,0.008309,0.001059,0.0015,0.000582,0.001506,0.000883,0.001,0.001288,0.0191,0,0.000179,0.000618,0.0062,0.00025,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loville,Halfmoon_Creek ,8,9092021,POCIS ,58-TVFF21,TVFF21-116P,0.0101,0.000723,0.00025,0.00025,0.0047,0.000185,0.025,0.0025,0,0.0001,0.0214,0,0.0001,0.0035,0.004119,0.0003,0.002225,0.0138,0.00007,0.0011,0.0035,0,1.0164,0.634,0.1014,0.0006,0,0.000153,0.004119,0.000277,0.003962,0.0015,0,0.0011,0.008309,0.001059,0.0015,3.1467,0.001506,0.000883,0.001306,0.001288,0.0033,0.000179,0.000179,0.000618,0.0005,0.00025,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,9,9092021,POCIS ,59-TVFF21,TVFF21-117P,0.003,0.000723,0.00025,0.00025,0.0142,0.000185,0.025,0.0025,0.0001,0.0002,0.021,0.014,0.0001,0.001205,0.004119,0.0007,0.002225,0.0095,0.00007,0.0002,0.001205,0.000334,1.0164,0.634,0.001343,0.0034,0.0003,0.000153,0.004119,0.000277,0.0036,0.0003,0.0001,0.004,0.008309,0.001059,0.0018,3.1467,0.001506,0.000883,0.0006,0.001288,0.016,0.000179,0.000179,0.000618,0.0038,0.00025,0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field Blank_9092021,All ,10,9092021,POCIS ,60-TVFF21,Field Blank_9092021,0.008,0.000723,0.00025,0.00025,0.0009,0.000185,0.025,0.0025,0.0035,0.000222,0.0007,0,0.0001,0.001205,0,0.0001,0.002225,0,0.00007,0,0.001205,0.003,1.0161,0.6339,0.001343,0.000892,0,0.0001,0,0.0001,0.003962,0.000128,0.00025,0.000289,0.008309,0.001059,0.000488,0.000582,0.001506,0.000883,0.001306,0.001288,0.0007,0.000179,0.000179,0.000618,0.000499,0.00025,0.000326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag_Progress_Days ,Spruce_Creek,1,9302021,POCIS ,61-TVFF21,TVFF21-118,0.001,0.000723,0.00025,0.00025,0.0015,0.000185,0.025,0.0025,0,0.0001,0.0167,0.000446,0.003,0.0019,0.004119,0.0004,0.002225,0.0022,0.00007,0.0001,0.0019,0.000334,1.0164,0.634,0.0785,0.0016,0,0.000153,0.004119,0.000277,0.003962,0.0015,0.0001,0.0016,0.008309,0.001059,0.0023,0.000582,0.001506,0.000883,0.001306,0.001288,0.0024,0,0.000179,0.000618,0.000499,0.00025,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Spruce_Creek_Church ,Spruce_Creek,2,9302021,POCIS ,62-TVFF21,TVFF21-119,0.0016,0.000723,0.00025,0.00025,0.0072,0.000185,0.025,0.0025,0.0005,0.000222,0.027,0.0065,0.0001,0.001205,0.004119,0.0007,0.002225,0.0039,0.00007,0.0002,0.001205,0.000334,0.008327,0.634,0.0932,0.0014,0.0001,0.000153,0.004119,0.000277,0.0018,0.0022,0.0001,0.0012,0.008309,0.001059,0.0029,0.000582,0,0.0008,0.0004,0.001288,0.0074,0.000179,0.000179,0.000618,0.0006,0.00025,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_W_Harvey,Spruce_Creek,3,9302021,POCIS ,63-TVFF21,TVFF21-120,0.0056,0.000723,0.00025,0.00025,0.0071,0.0003,0.025,0.0025,0.0001,0.000222,0.0257,0.0037,0.0001,0.0036,0.004119,0.0006,0.002225,0.0053,0.00007,0.0001,0.0036,0.000334,1.0164,0.6339,0.001343,0.0021,0.0001,0.000153,0.004119,0.0001,0.0006,0.0006,0.0001,0.002,0.008309,0.001059,0.003,0.000582,0.001506,0.0003,0.0001,0.001288,0.0126,0.000179,0.000179,0.000618,0.0002,0.00025,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,4,9302021,POCIS ,64-TVFF21,TVFF21-121,0.0006,0.000723,0.00025,0.00025,0.0027,0.000185,0.025,0.0025,0.0001,0.000222,0.0253,0.0029,0.004,0.001205,0.004119,0.0005,0.002225,0.0072,0.00007,0.0002,0.001205,0.000334,1.0164,0.0025,0.203,0.001,0.0002,0.000153,0.004119,0,0.0011,0.0006,0.0001,0.0014,0.008309,0.001059,0.003,3.1467,0.001506,0.000883,0.0001,0.001288,0.0024,0.000179,0.000179,0.000618,0.0002,0.00025,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,5,9302021,POCIS ,65-TVFF21,TVFF21-122,0.0006,0.000723,0.00025,0.00025,0.0037,0.000185,0.025,0.0025,0,0.000222,0.0216,0.0028,0.0001,0.001205,0.004119,0.0007,0.002225,0.0074,0.00007,0.0001,0.001205,0.000334,1.0164,0.0025,0.1114,0.0011,0.0001,0,0.004119,0.0001,0.0011,0.0007,0.0001,0.0017,0.008309,0.001059,0.0024,0.000582,0.001506,0.000883,0.001306,0.001288,0.0023,0.000179,0.000179,0.000618,0.0001,0.00025,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith_Nelson,Warriors_Mark_Run ,6,9302021,POCIS ,66-TVFF21,TVFF21-123,0.0013,0.000723,0.00025,0.00025,0.0025,0.000185,0.025,0.0025,0,0.000222,0.027,0.000446,0.0002,0.002,0.004119,0.0005,0.002225,0.0112,0.00007,0.0003,0.002,0.000334,0.008327,0.6339,0.001343,0.0021,0,0.000153,0.004119,0.000277,0.0059,0.0003,0.0001,0.0014,0.008309,0.001059,0.0018,3.1467,0,0.001,0.0002,0.001288,0.0021,0.000179,0.000179,0.000618,0.0004,0.00025,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,7,9302021,POCIS ,67-TVFF21,TVFF21-124,0.0005,0.000723,0.00025,0.00025,0.0221,0.0009,0.025,0.0025,0.0002,0.000222,0.0161,0.0282,0,0.001205,0.004119,0.0012,0.002225,0.0031,0.00007,0.0002,0.001205,0.000334,1.0164,0.6339,0.2204,0.0028,0.0001,0.000153,0.004119,0.000277,0.0041,0.0006,0.0001,0.0025,0.008309,0.001059,0.0017,0.000582,0.001506,0.000883,0.0013,0.001288,0.0148,0.000179,0.000179,0.000618,0.0076,0.00025,0.0086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loville,Halfmoon_Creek ,8,9302021,POCIS ,68-TVFF21,TVFF21-125,0.0008,0.000723,0.00025,0.00025,0.0039,0.000185,0.025,0.0025,0.0001,0.0003,0.0362,0,0.0042,0.0017,0.004119,0.0005,0.002225,0.01,0.00007,0.0008,0.0017,0.000334,1.0164,0.634,0.2059,0.0009,0.0001,0.000153,0.004119,0.000277,0.003962,0.0008,0.0001,0.0019,0.008309,0.001059,0.0033,0.000582,0,0.000883,0.001306,0.0004,0.0058,0.000179,0.000179,0.000618,0.0007,0.00025,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,9,9302021,POCIS ,69-TVFF21,TVFF21-126,0.0025,0.000723,0.00025,0.00025,0.0163,0.000185,0.025,0.0025,0.0001,0.0004,0.0206,0.0211,0.0001,0.001205,0.004119,0.0011,0.002225,0.0055,0.00007,0.0001,0.001205,0.000334,0.008327,0.634,0.9732,0.0024,0.0001,0,0.004119,0.000277,0.0032,0.0014,0.00025,0.002,0.008309,0.001059,0.0022,0.000582,0.001506,0.000883,0.0006,0.001288,0.0144,0.000179,0.000179,0.000618,0.0052,0.00025,0.0064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field Blank_9302021,All ,10,9302021,POCIS ,70-TVFF21,Field Blank_9302021,0.0704,0.000723,0.00025,0.00025,0.001042,0.000185,0.025,0.0025,0.0027,0.0007,0.0006,0.0001,0.0001,0.001205,0.004119,0.0001,0.002225,0.000895,0.00007,0.00032,0.001205,0.0015,0.008327,0.6339,0.001343,0.000892,0,0,0.004119,0.000277,0.0009,0.000128,0.00025,0.000289,0.008309,0.001059,0.000488,0.000582,0,0.000883,0.001306,0.001288,0.0009,0.000179,0.000179,0,0,0.00025,0.000326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
